INSTITUCIÓN DE EDUCACIÓN SUPERIOR (IES);SECTOR IES;CARACTER IES;MUNICIPIO DE DOMICILIO DE LA IES;PROGRAMA ACADÉMICO;ÁREA DE CONOCIMIENTO;METODOLOGIA;SEXO;AÑO;SEMESTRE;MATRICULADOS 
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;TÉCNICA PROFESIONAL EN PROCESOS DE SEGURIDAD Y SALUD EN EL TRABAJO;Ciencias de la salud;Presencial;Masculino;2022;2;4
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;TÉCNICA PROFESIONAL EN PROCESOS DE SEGURIDAD Y SALUD EN EL TRABAJO;Ciencias de la salud;Presencial;Femenino;2022;1;24
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;TÉCNICA PROFESIONAL EN PROCESOS DE SEGURIDAD Y SALUD EN EL TRABAJO;Ciencias de la salud;Presencial;Femenino;2022;2;9
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2022;1;7
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2022;2;15
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2022;1;4
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2022;2;5
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;TECNOLOGIA INDUSTRIAL;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;1;2
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;TECNOLOGIA INDUSTRIAL;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;2;37
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;TECNOLOGIA INDUSTRIAL;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;1;5
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;TECNOLOGIA INDUSTRIAL;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;2;44
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;TECNOLOGIA MECANICA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;1;10
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;TECNOLOGIA MECANICA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;2;16
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;TECNOLOGIA MECANICA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;2;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;TECNOLOGIA QUIMICA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;1;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;TECNOLOGIA QUIMICA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;2;12
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;TECNOLOGIA QUIMICA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;1;8
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;TECNOLOGIA QUIMICA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;2;15
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MEDICINA;Ciencias de la salud;Presencial;Masculino;2023;2;33
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MEDICINA;Ciencias de la salud;Presencial;Femenino;2023;2;33
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;INGENIERIA DE SISTEMAS Y COMPUTACION;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;1;20
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;INGENIERIA DE SISTEMAS Y COMPUTACION;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;2;85
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;INGENIERIA DE SISTEMAS Y COMPUTACION;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;1;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;INGENIERIA DE SISTEMAS Y COMPUTACION;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;2;10
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;INGENIERIA ELECTRICA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;1;21
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;INGENIERIA ELECTRICA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;2;61
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;INGENIERIA ELECTRICA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;1;4
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;INGENIERIA ELECTRICA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;2;11
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;INGENIERIA INDUSTRIAL;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;1;38
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;INGENIERIA INDUSTRIAL;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;2;85
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;INGENIERIA INDUSTRIAL;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;1;30
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;INGENIERIA INDUSTRIAL;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;2;77
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;INGENIERIA MECANICA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;1;21
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;INGENIERIA MECANICA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;2;70
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;INGENIERIA MECANICA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;1;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;INGENIERIA MECANICA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;2;9
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;INGENIERIA FISICA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;1;5
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;INGENIERIA FISICA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;2;19
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;INGENIERIA FISICA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;1;2
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;INGENIERIA FISICA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;2;20
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;QUIMICA INDUSTRIAL;Matemáticas y ciencias naturales;Presencial;Masculino;2023;1;4
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;QUIMICA INDUSTRIAL;Matemáticas y ciencias naturales;Presencial;Masculino;2023;2;22
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;QUIMICA INDUSTRIAL;Matemáticas y ciencias naturales;Presencial;Femenino;2023;1;13
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;QUIMICA INDUSTRIAL;Matemáticas y ciencias naturales;Presencial;Femenino;2023;2;25
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;INGENIERIA ELECTRONICA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;1;3
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;INGENIERIA ELECTRONICA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;2;12
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;INGENIERIA ELECTRONICA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;1;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;INGENIERIA ELECTRONICA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;2;4
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;INGENIERÍA MECATRÓNICA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;1;12
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;INGENIERÍA MECATRÓNICA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;2;44
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;INGENIERÍA MECATRÓNICA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;1;2
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;INGENIERÍA MECATRÓNICA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;2;4
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;TECNOLOGÍA EN MECATRÓNICA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;1;15
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;TECNOLOGÍA EN MECATRÓNICA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;2;35
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;TECNOLOGÍA EN MECATRÓNICA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;1;2
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;TECNOLOGÍA EN MECATRÓNICA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;2;5
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;TÉCNICO PROFESIONAL EN MECATRÓNICA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;1;13
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;TÉCNICO PROFESIONAL EN MECATRÓNICA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;2;32
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;TÉCNICO PROFESIONAL EN MECATRÓNICA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;2;7
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;TECNOLOGÍA EN ATENCIÓN PREHOSPITALARIA;Ciencias de la salud;Presencial;Masculino;2023;2;19
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;TECNOLOGÍA EN ATENCIÓN PREHOSPITALARIA;Ciencias de la salud;Presencial;Femenino;2023;1;2
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;TECNOLOGÍA EN ATENCIÓN PREHOSPITALARIA;Ciencias de la salud;Presencial;Femenino;2023;2;30
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;TECNOLOGIA ELECTRICA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;1;2
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;TECNOLOGIA ELECTRICA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;2;28
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;TECNOLOGIA ELECTRICA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;1;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;TECNOLOGIA ELECTRICA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;2;3
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;INGENIERÍA EN PROCESOS SOSTENIBLES DE LAS MADERAS;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;1;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;INGENIERÍA EN PROCESOS SOSTENIBLES DE LAS MADERAS;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;2;4
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;INGENIERÍA EN PROCESOS SOSTENIBLES DE LAS MADERAS;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;1;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;INGENIERÍA EN PROCESOS SOSTENIBLES DE LAS MADERAS;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;2;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;INGENIERÍA EN PROCESOS AGROINDUSTRIALES;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;1;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;INGENIERÍA EN PROCESOS AGROINDUSTRIALES;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;2;7
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;INGENIERÍA EN PROCESOS AGROINDUSTRIALES;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;1;7
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;INGENIERÍA EN PROCESOS AGROINDUSTRIALES;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;2;21
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;INGENIERÍA DE MANUFACTURA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;2;5
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;INGENIERÍA DE MANUFACTURA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;2;2
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;TÉCNOLOGIA EN DESARROLLO DE SOFTWARE;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;1;4
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;TÉCNOLOGIA EN DESARROLLO DE SOFTWARE;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;2;4
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;TÉCNOLOGIA EN DESARROLLO DE SOFTWARE;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;2;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;TECNOLOGÍA EN PRODUCCIÓN FORESTAL;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;2;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;TECNOLOGÍA EN PRODUCCIÓN FORESTAL;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;2;4
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;INGENIERIA COMERCIAL;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;1;4
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;INGENIERIA COMERCIAL;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;2;6
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;INGENIERIA COMERCIAL;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;1;9
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;INGENIERIA COMERCIAL;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;2;8
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;ENFERMERIA;Ciencias de la salud;Presencial;Masculino;2023;1;3
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;ENFERMERIA;Ciencias de la salud;Presencial;Masculino;2023;2;3
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;ENFERMERIA;Ciencias de la salud;Presencial;Femenino;2023;1;38
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;ENFERMERIA;Ciencias de la salud;Presencial;Femenino;2023;2;24
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;INGENIERIA FINANCIERA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;1;3
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;INGENIERIA FINANCIERA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;2;1
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;INGENIERIA FINANCIERA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;1;8
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;INGENIERIA FINANCIERA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;2;2
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;INGENIERIA DE SISTEMAS;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;1;2
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;INGENIERIA DE SISTEMAS;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;2;2
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;INGENIERIA DE SISTEMAS;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;2;1
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;INGENIERIA CIVIL;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;1;39
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;INGENIERIA CIVIL;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;2;26
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;INGENIERIA CIVIL;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;1;21
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;INGENIERIA CIVIL;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;2;11
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;MICROBIOLOGÍA;Matemáticas y ciencias naturales;Presencial;Masculino;2023;1;3
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;MICROBIOLOGÍA;Matemáticas y ciencias naturales;Presencial;Masculino;2023;2;4
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;MICROBIOLOGÍA;Matemáticas y ciencias naturales;Presencial;Femenino;2023;1;11
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;MICROBIOLOGÍA;Matemáticas y ciencias naturales;Presencial;Femenino;2023;2;5
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;NUTRICION Y DIETETICA;Ciencias de la salud;Presencial;Masculino;2023;1;8
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;NUTRICION Y DIETETICA;Ciencias de la salud;Presencial;Masculino;2023;2;7
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;NUTRICION Y DIETETICA;Ciencias de la salud;Presencial;Femenino;2023;1;15
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;NUTRICION Y DIETETICA;Ciencias de la salud;Presencial;Femenino;2023;2;22
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;ARQUITECTURA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;1;21
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;ARQUITECTURA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;2;13
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;ARQUITECTURA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;1;29
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;ARQUITECTURA;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;2;10
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;INGENIERIA DE SISTEMAS Y TELECOMUNICACIONES;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;1;14
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;INGENIERIA DE SISTEMAS Y TELECOMUNICACIONES;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;2;9
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;INGENIERÍA INDUSTRIAL;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;1;7
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;INGENIERÍA INDUSTRIAL;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;2;14
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;INGENIERÍA INDUSTRIAL;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;1;8
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;INGENIERÍA INDUSTRIAL;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;2;9
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;TECNOLOGIA EN DESARROLLO DE SOFTWARE;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;1;7
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;TECNOLOGIA EN DESARROLLO DE SOFTWARE;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;2;8
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;TECNOLOGIA EN DESARROLLO DE SOFTWARE;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;1;2
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;TECNOLOGIA EN DESARROLLO DE SOFTWARE;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;2;1
FUNDACION UNIVERSITARIA DEL AREA ANDINA;Privado;Institución Universitaria/Escuela Tecnológica;Pereira;ENFERMERIA;Ciencias de la salud;Presencial;Masculino;2023;1;39
FUNDACION UNIVERSITARIA DEL AREA ANDINA;Privado;Institución Universitaria/Escuela Tecnológica;Pereira;ENFERMERIA;Ciencias de la salud;Presencial;Masculino;2023;2;25
FUNDACION UNIVERSITARIA DEL AREA ANDINA;Privado;Institución Universitaria/Escuela Tecnológica;Pereira;ENFERMERIA;Ciencias de la salud;Presencial;Femenino;2023;1;119
FUNDACION UNIVERSITARIA DEL AREA ANDINA;Privado;Institución Universitaria/Escuela Tecnológica;Pereira;ENFERMERIA;Ciencias de la salud;Presencial;Femenino;2023;2;95
FUNDACION UNIVERSITARIA DEL AREA ANDINA;Privado;Institución Universitaria/Escuela Tecnológica;Pereira;INSTRUMENTACION QUIRURGICA;Ciencias de la salud;Presencial;Masculino;2023;1;7
FUNDACION UNIVERSITARIA DEL AREA ANDINA;Privado;Institución Universitaria/Escuela Tecnológica;Pereira;INSTRUMENTACION QUIRURGICA;Ciencias de la salud;Presencial;Masculino;2023;2;6
FUNDACION UNIVERSITARIA DEL AREA ANDINA;Privado;Institución Universitaria/Escuela Tecnológica;Pereira;INSTRUMENTACION QUIRURGICA;Ciencias de la salud;Presencial;Femenino;2023;1;15
FUNDACION UNIVERSITARIA DEL AREA ANDINA;Privado;Institución Universitaria/Escuela Tecnológica;Pereira;INSTRUMENTACION QUIRURGICA;Ciencias de la salud;Presencial;Femenino;2023;2;18
FUNDACION UNIVERSITARIA DEL AREA ANDINA;Privado;Institución Universitaria/Escuela Tecnológica;Pereira;TECNOLOGIA EN RADIOLOGIA E IMAGENES DIAGNOSTICAS;Ciencias de la salud;Presencial;Masculino;2023;1;14
FUNDACION UNIVERSITARIA DEL AREA ANDINA;Privado;Institución Universitaria/Escuela Tecnológica;Pereira;TECNOLOGIA EN RADIOLOGIA E IMAGENES DIAGNOSTICAS;Ciencias de la salud;Presencial;Masculino;2023;2;12
FUNDACION UNIVERSITARIA DEL AREA ANDINA;Privado;Institución Universitaria/Escuela Tecnológica;Pereira;TECNOLOGIA EN RADIOLOGIA E IMAGENES DIAGNOSTICAS;Ciencias de la salud;Presencial;Femenino;2023;1;14
FUNDACION UNIVERSITARIA DEL AREA ANDINA;Privado;Institución Universitaria/Escuela Tecnológica;Pereira;TECNOLOGIA EN RADIOLOGIA E IMAGENES DIAGNOSTICAS;Ciencias de la salud;Presencial;Femenino;2023;2;7
FUNDACION UNIVERSITARIA DEL AREA ANDINA;Privado;Institución Universitaria/Escuela Tecnológica;Pereira;OPTOMETRIA;Ciencias de la salud;Presencial;Masculino;2023;1;12
FUNDACION UNIVERSITARIA DEL AREA ANDINA;Privado;Institución Universitaria/Escuela Tecnológica;Pereira;OPTOMETRIA;Ciencias de la salud;Presencial;Masculino;2023;2;9
FUNDACION UNIVERSITARIA DEL AREA ANDINA;Privado;Institución Universitaria/Escuela Tecnológica;Pereira;OPTOMETRIA;Ciencias de la salud;Presencial;Femenino;2023;1;10
